product_name,category,product_id,product_count,rating,price
"Pulse Direction",Toys,P001191,25,4.56,43.64
"Astra Sometimes","Pet Supplies",P001941,25,4.16,82.4
"Solace Job",Toys,P000871,25,3.16,15.04
"Zenith Commercial",Sports,P000239,25,2.91,180.4
"GreenLeaf Cut",Clothing,P000944,25,4.3,20.32
"NeoTech Process","Pet Supplies",P000236,25,2.78,42.76
"Harbor Vote",Electronics,P001762,25,3.08,476.36
"Zenith Center",Toys,P001356,25,2.52,48.15
"Everest She","Pet Supplies",P000588,25,3.18,19.35
"Astra Success","Home & Kitchen",P000266,25,3.54,45.35
"Nimbus Word",Toys,P000602,25,4.75,52.18
"Astra Nation",Books,P000717,25,4.54,53.24
"NeoTech Difficult",Groceries,P000526,25,2.89,9.25
"Harbor Issue",Clothing,P001519,25,4.32,130.87
"Astra Plant",Automotive,P001617,25,4.29,788.84
"Nimbus List","Pet Supplies",P001345,25,4.22,114.32
"Harbor Movie","Home & Kitchen",P001116,25,3.31,305
"Everest Economic",Groceries,P000714,25,3.91,22.55
"Willow Position",Automotive,P001390,25,3.79,293.83
"GreenLeaf Design",Sports,P001243,25,2.72,148.87
"Solace Situation","Home & Kitchen",P000706,25,2.75,112.22
"Willow Mouth",Electronics,P000385,25,3.96,756.87
"Willow Perform","Pet Supplies",P000761,25,2.57,57.87
"GreenLeaf The","Home & Kitchen",P000736,25,4.29,63.08
"Harbor Point",Clothing,P001829,25,3.88,36.94
"Orion Adult",Beauty,P000817,25,2.8,134.54
"Astra Fly",Automotive,P000061,25,3.66,369.87
"Orion High","Pet Supplies",P000215,25,3.08,34.28
"Zenith Baby",Clothing,P000499,25,3.31,115.81
"Harbor Ever",Sports,P000301,25,4.7,31.57
"Astra Key",Beauty,P001338,25,4.06,54.86
"Solace Door",Automotive,P001980,25,3.96,59.9
"Acme Majority","Home & Kitchen",P001005,24,3.14,405.41
"NeoTech Writer",Sports,P001471,24,3.39,161.15
"Willow Choose","Pet Supplies",P001098,24,4.46,15.26
"Willow Note",Electronics,P000303,24,4.2,1535.55
"NeoTech Girl","Home & Kitchen",P000704,24,4.66,194.49
"Astra Book",Automotive,P001756,24,2.92,967.83
"Orion After",Electronics,P001853,24,3.22,351.45
"Zenith Commercial",Toys,P000594,24,4.35,104.27
"Everest Drug",Clothing,P000991,24,4.39,19.08
"Harbor Would","Home & Kitchen",P001203,24,3.91,97.36
"Orion News","Home & Kitchen",P000412,24,4,225.99
"Astra Federal","Pet Supplies",P000648,24,2.79,6.52
"Acme Practice",Automotive,P001855,24,3.16,503.43
"Nimbus Cost",Electronics,P001069,24,4.19,250.79
"GreenLeaf Newspaper",Electronics,P000225,24,3.96,527.87
"Zenith Structure","Home & Kitchen",P001060,24,4.85,307.27
"Orion Laugh",Sports,P000036,24,3.64,81.88
"Harbor Follow",Sports,P000238,24,3.88,168.05
"GreenLeaf Plan",Automotive,P000854,24,2.59,685.59
"Orion Begin","Pet Supplies",P000330,24,4.32,37.03
"Everest Look",Automotive,P000075,24,4.46,143.79
"Solace And",Clothing,P001290,24,4.07,108.57
"Everest Rock",Clothing,P000542,24,3.77,36.54
"Acme Discuss",Sports,P000003,24,3.46,265.37
"Acme Surface",Toys,P001716,24,4.73,96.19
"Astra Agree","Pet Supplies",P000189,24,3.15,4.19
"Nimbus Family",Electronics,P000461,24,3.99,1700.35
"Zenith Media","Home & Kitchen",P001145,24,3.05,178.31
"Zenith Direction","Pet Supplies",P000188,24,2.69,12.4
"Acme Arrive","Pet Supplies",P000744,24,4.02,88.68
"Orion Itself",Clothing,P000032,24,3.75,265.99
"Nimbus Consider",Toys,P000194,24,4.83,59.65
"Solace Everyone",Clothing,P000123,24,3.38,244.44
"Harbor Describe",Books,P001075,24,2.57,37.33
"Pulse Down",Groceries,P000495,24,4.53,21.2
"Zenith Garden",Books,P001441,24,4.5,54.22
"GreenLeaf Happen",Electronics,P001248,24,2.86,1233.14
"Zenith Partner",Automotive,P001812,24,4.37,713.74
"Willow Study",Clothing,P000195,24,3.64,72.69
"Acme Far",Books,P001406,24,2.74,10.45
"Acme Information",Electronics,P000754,24,3.88,1511.11
"Astra Cup","Pet Supplies",P001483,24,4.68,77.99
"GreenLeaf Reach",Groceries,P001736,24,2.7,5.66
"Astra Expect",Sports,P001786,24,4.88,48.62
"Solace Color",Groceries,P001228,24,3.8,3.13
"NeoTech Direction",Groceries,P000891,24,3.38,29.68
"GreenLeaf Road",Electronics,P000012,24,3.61,1299.71
"Orion Save",Automotive,P000990,24,4.48,66.52
"Orion Near","Home & Kitchen",P001196,24,4.24,283.47
"NeoTech Food",Groceries,P001218,24,2.9,2.48
"Orion Management",Clothing,P001779,24,4.39,57.54
"Acme Soldier",Clothing,P001495,24,4.3,262.79
"GreenLeaf According",Books,P000525,24,4.3,28.04
"Solace Other","Pet Supplies",P001939,24,4.83,47.96
"Solace Group","Pet Supplies",P001031,24,4.23,82.85
"Everest Example",Beauty,P000596,24,3.2,29.5
"Zenith Rise",Automotive,P000640,24,3.03,130.31
"GreenLeaf News",Books,P000795,24,4.53,44.55
"Solace Miss",Automotive,P001304,24,4.32,375.91
"Astra Free",Beauty,P000617,24,2.5,45.28
"GreenLeaf Sea",Groceries,P001389,24,4.23,20.84
"Everest Indicate","Pet Supplies",P001835,24,4.07,76.86
"Willow Even",Automotive,P001132,24,3.09,694.64
"Orion Head","Pet Supplies",P000909,24,3.86,72.71
"Orion Garden",Groceries,P001571,24,3.89,34.58
"GreenLeaf Everybody",Clothing,P000867,24,3.85,183.87
"NeoTech Third",Books,P001729,24,3.4,67.52
"GreenLeaf Name",Beauty,P001768,24,3.78,29.53
"Acme Two",Beauty,P001154,24,3.96,22.62
"Acme Support",Books,P001881,24,4.7,36.2
"Zenith Natural","Home & Kitchen",P001719,24,3.93,268.64
"Everest Region",Clothing,P000547,24,3.78,207.26
"Harbor Tax",Automotive,P001637,24,3.78,529.06
"GreenLeaf Need",Clothing,P000439,24,4.45,115.37
"GreenLeaf Carry",Clothing,P000809,24,3.92,232.34
"Zenith Glass",Toys,P000863,24,4.12,110.71
"Pulse Third",Books,P000346,24,4.24,51.61
"Orion Night",Groceries,P001082,24,3.12,1.78
"Pulse Near",Electronics,P000192,24,4.88,455.43
"GreenLeaf Green","Pet Supplies",P000408,24,3.72,10.52
"Pulse Major","Home & Kitchen",P001211,24,2.64,9.28
"Orion Push",Books,P001776,24,4.6,56.21
"Orion International",Electronics,P001953,24,4.13,955.5
"Orion Miss",Toys,P001877,24,3.93,63.71
"Orion Western","Home & Kitchen",P001264,24,2.84,97.57
"Pulse Serious",Sports,P000341,24,3.26,53.26
"Harbor Go","Home & Kitchen",P000009,24,4.44,253.18
"GreenLeaf Able","Home & Kitchen",P000551,24,4.03,154.28
"GreenLeaf Somebody",Toys,P001856,24,4.46,69.5
"Pulse A",Sports,P001105,24,3.48,17.57
"Harbor Forget",Clothing,P001276,24,3.35,39.32
"Zenith Way",Toys,P001065,24,4.44,51.94
"Everest In",Toys,P001802,24,2.57,97.72
"Zenith Almost","Home & Kitchen",P000414,24,3.95,63.21
"Willow Walk","Pet Supplies",P000810,24,3.86,58.46
"GreenLeaf Look",Beauty,P001919,24,4.01,40.84
"Everest Nearly",Automotive,P000193,24,4.21,794.73
"Acme Live",Automotive,P000019,24,3.04,225.87
"Orion Surface",Sports,P000112,24,2.69,65.21
"Acme Rich",Sports,P001427,24,3.04,238.36
"NeoTech Develop",Books,P000836,24,2.53,35.24
"Willow At",Sports,P001403,24,2.9,343.39
"Pulse Pass",Books,P000623,24,3.06,52.95
"NeoTech Must",Clothing,P001894,24,2.56,51.65
"Harbor Decade",Sports,P001108,24,4.14,12.42
"Zenith Too",Sports,P000710,24,3.26,110.33
"Harbor Nature",Sports,P000869,24,3.17,146.17
"Acme Personal",Toys,P000669,24,4.88,36.42
"Orion Coach",Electronics,P000653,24,3.41,649.28
"Zenith Might",Groceries,P001029,24,4.43,12.31
"Everest High","Home & Kitchen",P000565,24,3.52,340.5
"NeoTech Beat",Toys,P000147,24,4.29,52.33
"Willow Woman",Beauty,P000129,24,4.55,138.5
"Astra College","Home & Kitchen",P001083,24,3.68,364.29
"Orion And","Pet Supplies",P000086,24,4.63,5.54
"NeoTech Close",Sports,P000530,24,4.17,182.23
"Nimbus Check",Beauty,P000733,24,4.25,97.69
"Everest Manage",Groceries,P001235,24,4.28,11.4
"Solace Policy",Sports,P001025,24,4.79,270.77
"Willow Such",Automotive,P000137,24,2.59,441.37
"Acme Performance",Toys,P000211,24,4.68,104.68
"Zenith Example",Sports,P000603,24,2.79,360.29
"Astra Sea",Automotive,P001987,24,3.23,871.03
"Everest Since",Clothing,P000606,24,4.74,138.24
"Willow Into",Clothing,P001539,24,2.58,103.59
"Astra Brother","Pet Supplies",P000197,24,4.47,20.84
"Everest Movie",Electronics,P001739,24,3.72,738.47
"Solace Or",Groceries,P001915,24,2.99,2.41
"NeoTech Act",Toys,P001328,24,2.57,31.04
"GreenLeaf Voice",Automotive,P001921,24,3.34,124.91
"GreenLeaf Authority",Electronics,P000749,24,4.83,254.08
"Everest Whole","Pet Supplies",P001758,23,2.69,8.07
"Pulse Decide",Electronics,P000859,23,3.51,422.22
"Solace Different","Home & Kitchen",P000454,23,3.58,231.49
"Acme Figure","Home & Kitchen",P001030,23,4.76,263.8
"GreenLeaf Hair",Automotive,P000054,23,4.04,435.87
"Orion Sign",Toys,P000913,23,4.09,32.13
"Harbor Spring",Toys,P000083,23,4.2,126.24
"Pulse Run",Toys,P000654,23,3.74,20.06
"Acme Military","Home & Kitchen",P000921,23,4.8,47.82
"GreenLeaf Remember",Books,P000938,23,2.52,83.52
"Acme Together",Beauty,P000047,23,3.71,94.71
"Everest Cultural",Beauty,P000853,23,4.25,121.17
"Nimbus Memory","Pet Supplies",P000339,23,2.71,93.07
"Solace Environmental",Books,P000786,23,4.41,13.24
"NeoTech Information",Groceries,P001913,23,4.12,7.76
"Willow Radio","Pet Supplies",P001209,23,3.27,8.24
"Everest International",Toys,P001899,23,3.47,49.77
"Orion Off",Electronics,P001821,23,4.32,852.12
"Acme Key","Home & Kitchen",P001486,23,3.04,151.5
"Zenith Building","Pet Supplies",P000456,23,2.83,24.35
"Orion Size",Beauty,P001976,23,3.37,133.71
"Willow Bit",Sports,P001823,23,2.59,215.56
"GreenLeaf Stage",Electronics,P001606,23,4.45,1097.96
"Zenith Red",Books,P001253,23,4.3,42.45
"Everest Great",Sports,P001467,23,4.31,342.98
"Orion Pm",Automotive,P000206,23,4.47,202.11
"Nimbus Head",Toys,P001546,23,3.9,100.3
"Solace Minute",Toys,P001778,23,2.91,10.29
"Acme Appear",Beauty,P000520,23,2.57,161.29
"Solace Star",Toys,P000905,23,4.6,32.73
"Orion Involve",Books,P000091,23,3.44,69.07
"Pulse Indeed",Beauty,P001111,23,3.6,103.67
"Nimbus Last","Home & Kitchen",P001142,23,4.33,114.57
"GreenLeaf Image",Sports,P000865,23,4.82,158.06
"Everest Table",Sports,P000924,23,4.79,122.6
"Harbor Several",Groceries,P000948,23,2.75,21.02
"Acme Happy",Beauty,P000906,23,4.74,26.49
"Orion Ahead",Sports,P000010,23,3.47,235.11
"GreenLeaf Study",Sports,P001457,23,3.33,58.83
"Solace Resource",Toys,P000756,23,2.74,31.72
"NeoTech Clearly",Toys,P001268,23,3.73,50.17
"Willow Message",Electronics,P001542,23,2.52,355.14
"NeoTech Particular","Home & Kitchen",P001378,23,4.61,122.6
"GreenLeaf Discover",Clothing,P000388,23,2.92,252.09
"GreenLeaf Produce",Toys,P000191,23,3.64,47.14
"NeoTech Several",Groceries,P000485,23,2.59,9.97
"Harbor Significant","Home & Kitchen",P001452,23,2.92,505.82
"Pulse Conference","Pet Supplies",P001927,23,2.78,32.11
"Orion Tonight",Books,P000313,23,3.74,70.39
"NeoTech Center","Pet Supplies",P000140,23,3.78,20.93
"GreenLeaf Own",Groceries,P000430,23,4.51,5.35
"Nimbus Lose",Toys,P001120,23,3.87,92.24
"Everest Century",Sports,P000953,23,4.47,163.08
"Orion Capital",Electronics,P001840,23,3.21,567.39
"Astra Protect",Groceries,P001799,23,3.11,20.77
"Everest Budget",Electronics,P001872,23,3.3,1217.83
"Willow Continue",Beauty,P000747,23,3.83,126.37
"Willow Student","Pet Supplies",P000657,23,3.47,23.33
"Harbor Size",Books,P000925,23,4.76,19.35
"GreenLeaf Last","Pet Supplies",P001363,23,4.68,13.6
"NeoTech Build",Clothing,P000722,23,4.57,104.02
"Solace Institution",Beauty,P001607,23,2.94,65
"Orion Gas",Beauty,P000125,23,4.01,59.55
"Pulse Real",Groceries,P000900,23,3.35,21.1
"Astra Happen",Beauty,P001465,23,4.21,111.79
"Astra Style",Books,P000715,23,2.56,49.84
"Astra Remain",Beauty,P001955,23,4.88,124.68
"Everest Television",Automotive,P001959,23,2.99,120.33
"Pulse Month",Groceries,P000321,23,3.67,8.99
"Acme Book",Automotive,P001555,23,3.46,238.08
"Orion Film",Clothing,P000403,23,2.55,74.66
"Solace Future",Books,P000505,23,3.71,42.15
"Zenith Wait",Sports,P001174,23,3.43,30.81
"NeoTech Member",Toys,P001697,23,4.67,20.71
"GreenLeaf Guess",Sports,P001771,23,4.36,120.32
"NeoTech Bring",Electronics,P000927,23,3.35,1206.17
"Zenith Sit","Pet Supplies",P001151,23,4.52,32.07
"Acme Pattern",Books,P000117,23,4.75,20.8
"Zenith White",Clothing,P000120,23,2.8,176.19
"Nimbus Goal",Books,P000291,23,4.89,50.3
"Everest Team",Electronics,P000220,23,3.14,184.85
"Zenith Small",Electronics,P000508,23,3.97,177.88
"Astra Idea",Beauty,P000959,23,3.46,71.72
"Nimbus Drug",Automotive,P001305,23,2.69,864.19
"Astra Remain",Groceries,P000419,23,3.73,18.47
"Zenith Stay",Groceries,P001710,23,4.86,16.58
"Everest Figure",Automotive,P000034,23,3.87,260.02
"Solace Support",Toys,P001623,23,3.49,82.98
"Orion Blood",Beauty,P001833,23,4,88.37
"Orion City",Beauty,P000543,23,4.56,115.63
"Everest Develop",Clothing,P001569,23,4.46,51.05
"Nimbus Return",Electronics,P001685,23,4.15,319.15
"NeoTech Property",Books,P001704,23,4.32,83.51
"Harbor Almost","Pet Supplies",P001444,23,2.83,39.6
"Orion Coach",Electronics,P001859,23,4.55,1011.71
"Everest Miss",Automotive,P000730,23,2.92,570.57
"Willow Her",Toys,P001664,23,3.09,44.59
"Everest As",Clothing,P000088,23,4.29,78.11
"Nimbus Somebody",Sports,P000882,23,4.55,215.65
"Willow Military",Books,P000593,23,4.79,82.84
"Zenith Wrong",Beauty,P001285,23,3.18,29.9
"Zenith Memory",Clothing,P001171,23,3.46,208.75
"Orion Former",Toys,P001473,23,3.14,88.39
"NeoTech Although",Beauty,P001932,23,2.53,87.46
"GreenLeaf Whatever",Toys,P001019,23,3.61,81.68
"GreenLeaf Even",Books,P001249,23,3.41,48.72
"Astra A",Toys,P000969,23,2.74,12.65
"Zenith Catch","Home & Kitchen",P001885,23,2.76,215.62
"Harbor Act",Beauty,P001481,23,4.23,166.37
"Harbor Pick",Toys,P001296,23,3.58,14.7
"Nimbus Possible",Clothing,P001910,23,3.13,76.19
"GreenLeaf Later",Electronics,P000418,23,3.87,1413.41
"Zenith Follow",Clothing,P000217,23,3.68,101.57
"Willow Society","Home & Kitchen",P000546,23,2.57,292.19
"Pulse Claim",Toys,P000627,23,3.09,45.74
"Orion Coach",Books,P001880,23,2.93,55.14
"Solace Ready",Electronics,P000697,23,3.95,1176
"Acme Paper",Sports,P001062,23,2.67,90.37
"Astra One",Groceries,P000056,23,2.89,16.78
"NeoTech Interesting","Home & Kitchen",P000690,23,3.32,368.82
"Nimbus At",Beauty,P001122,23,2.56,13.85
"GreenLeaf Race",Groceries,P001905,23,3.34,3.32
"Harbor Difference",Books,P000156,23,4.34,51.52
"Acme Those",Toys,P001651,23,3.57,109.53
"Orion Identify",Books,P001306,23,3.82,31.28
"Astra Protect",Toys,P000171,23,3.24,47.33
"Everest Particularly",Sports,P000687,23,3.24,158.55
"Zenith Security",Clothing,P001782,23,4,66.11
"Nimbus Us",Toys,P001200,23,3.88,134.65
"Pulse Both",Groceries,P001846,23,3.45,14.3
"Willow Old",Automotive,P001999,23,2.75,116.13
"Orion Manage",Books,P001893,23,3.65,24.22
"Zenith Lot",Clothing,P001046,23,3.31,157.61
"Everest Image",Beauty,P000283,23,4.42,42.47
"Nimbus You",Sports,P000581,23,3.12,307.54
"Astra Federal",Books,P000420,23,4.38,38.79
"Acme Factor",Electronics,P000716,23,4.48,273.91
"Solace Let",Clothing,P001087,23,2.58,220.52
"Astra Compare",Books,P001681,23,2.81,6.08
"Zenith Reduce","Home & Kitchen",P001515,23,3.99,40.8
"Willow Eat",Beauty,P000868,23,3.37,131.16
"GreenLeaf Different",Automotive,P001666,23,4.33,140.52
"Willow Entire",Groceries,P001566,23,3.59,23.71
"Solace High",Books,P001271,23,3.22,83.6
"Harbor Close",Sports,P001918,23,3.93,103.58
"NeoTech Fill","Home & Kitchen",P000366,23,3.23,242.13
"Nimbus Analysis",Groceries,P000599,23,4.41,11.71
"Solace Discuss",Sports,P001178,23,2.98,237.68
"Nimbus Court",Beauty,P001274,23,4.17,83.98
"Willow Result",Electronics,P001527,23,3.87,2035.42
"Acme Wide","Pet Supplies",P000987,23,3.89,66.46
"Astra Thing",Electronics,P001914,23,3.37,948.69
"NeoTech Not",Electronics,P000186,23,3.7,231.15
"Willow Very",Beauty,P000866,23,3.08,74.5
"Astra Democrat",Electronics,P000527,23,2.99,554.93
"Nimbus Bar",Books,P001559,23,3.87,42.48
"NeoTech Throughout",Beauty,P001803,23,2.71,73.01
"Everest College",Toys,P001299,23,4.85,84.37
"Solace Discover",Groceries,P000798,23,2.8,26.15
"Solace News",Automotive,P001422,23,3.23,660.72
"Acme Half",Books,P001863,23,3.35,59.15
"Willow Data",Sports,P001321,23,3.32,27.24
"Zenith Large",Clothing,P001077,23,2.88,114.4
"Harbor Foot",Sports,P001241,23,3,14.81
"Willow Hear",Books,P001995,23,3.27,51.75
"Pulse From",Toys,P000472,23,4.52,40.79
"NeoTech Clear","Pet Supplies",P001286,23,4.55,63.38
"Nimbus Radio",Books,P000658,23,2.73,60.39
"Harbor Source",Clothing,P000996,23,4.64,54.74
"Astra Purpose",Books,P000988,23,4.3,79.42
"Nimbus Everything","Pet Supplies",P000637,22,3.47,4.87
"Pulse Understand","Home & Kitchen",P001655,22,4.09,75.5
"Zenith Management","Home & Kitchen",P001712,22,3.55,260.48
"Solace Car",Clothing,P000614,22,3.3,135.38
"Nimbus Bag",Beauty,P000952,22,4.55,70.34
"Nimbus Garden",Beauty,P001671,22,4.12,8.06
"Pulse Paper",Toys,P000903,22,3.18,85.46
"NeoTech Son",Beauty,P001134,22,4.35,145.87
"Nimbus Foot",Sports,P001868,22,4.4,299.8
"Harbor Other",Books,P000713,22,4.4,31.39
"Astra Understand",Automotive,P000382,22,3.04,466.25
"Nimbus Night",Books,P000100,22,4.01,53.39
"NeoTech Turn","Home & Kitchen",P001996,22,4.28,69.46
"Harbor Discover",Books,P001512,22,4.22,51.45
"GreenLeaf Significant",Sports,P000474,22,3.01,283.17
"NeoTech Cost",Beauty,P000335,22,3.81,93.49
"Pulse Scene",Books,P001443,22,4.42,28.43
"Acme Provide",Books,P000635,22,3.14,14.99
"Orion Debate",Electronics,P000467,22,2.94,712.19
"Astra Else",Automotive,P000224,22,2.52,88.96
"Orion Response",Beauty,P001314,22,3.94,81.49
"Zenith Nation",Books,P000609,22,4.81,42.5
"NeoTech Make",Sports,P001683,22,4.54,71.52
"Zenith Society",Sports,P001491,22,4.47,153.2
"Acme Road","Home & Kitchen",P001827,22,2.91,125.56
"Orion Take",Books,P000450,22,3.76,15.69
"Orion Interest",Groceries,P000568,22,3.95,16.79
"Solace Around",Beauty,P000728,22,2.92,34
"Nimbus Subject","Home & Kitchen",P000392,22,3.15,387.23
"Willow May","Home & Kitchen",P000127,22,3.44,255.94
"Zenith Team","Pet Supplies",P001193,22,4.08,26.76
"Everest Coach",Beauty,P001928,22,3.02,31.95
"Acme Vote","Pet Supplies",P000348,22,4.39,47.14
"Astra Kitchen",Toys,P001954,22,2.63,26.54
"Willow Room","Pet Supplies",P000062,22,2.85,52.54
"Harbor Case",Beauty,P001028,22,4.5,150.45
"Willow Forget",Clothing,P001787,22,4.45,160.19
"Orion Thought",Clothing,P000870,22,3.32,132.71
"NeoTech Knowledge",Books,P001222,22,2.57,38.21
"Zenith Town",Electronics,P001397,22,2.94,513.63
"Everest Side",Sports,P000675,22,4.47,192.22
"Harbor Be",Clothing,P001212,22,2.51,49.21
"Zenith Control",Toys,P001726,22,4.41,25.89
"Nimbus South","Home & Kitchen",P001635,22,2.84,207.67
"Everest Really",Beauty,P001217,22,3.88,96.55
"NeoTech Nature",Clothing,P001386,22,2.89,181.88
"Pulse Drop",Clothing,P001152,22,3.69,79.18
"Nimbus More",Groceries,P001943,22,3.29,30.26
"Harbor Much","Pet Supplies",P001459,22,2.59,30.01
"Acme Whom","Pet Supplies",P000800,22,4.44,24.98
"Orion Attack",Automotive,P001678,22,4.03,627.99
"Zenith Something",Groceries,P001754,22,2.68,1.78
"GreenLeaf End",Electronics,P001742,22,3.93,814.3
"GreenLeaf Mean",Clothing,P000850,22,4.88,60.83
"Everest Network",Groceries,P000763,22,2.93,19.51
"Harbor Wind","Pet Supplies",P000768,22,2.66,50.78
"Astra Water",Automotive,P001117,22,2.58,894.8
"Harbor Visit",Automotive,P001341,22,3.2,741.92
"Acme So",Toys,P001109,22,2.98,33.05
"Everest Child",Sports,P001811,22,2.53,197.07
"Pulse Join",Clothing,P001624,22,4.64,50.81
"Astra Maintain",Toys,P000184,22,4.49,21.38
"Zenith What",Beauty,P000057,22,3.32,73.71
"GreenLeaf Likely","Pet Supplies",P001340,22,4.54,70.7
"Zenith Enter",Automotive,P001064,22,3.9,260.64
"Acme Whether",Automotive,P000790,22,3.06,359.12
"Solace Section","Home & Kitchen",P001336,22,2.76,260.9
"Acme Sense",Beauty,P001361,22,4.48,33.11
"GreenLeaf Couple","Home & Kitchen",P000879,22,2.8,134.17
"Pulse Born",Automotive,P000386,22,3.61,495.1
"Nimbus Many","Home & Kitchen",P001240,22,4.33,470.89
"Orion Give",Clothing,P001963,22,3.84,172.17
"Pulse Establish","Pet Supplies",P001972,22,2.93,38.53
"GreenLeaf Glass",Electronics,P001731,22,4.48,798.6
"Nimbus Sound",Books,P001476,22,3.87,22.36
"NeoTech Later",Toys,P000896,22,3,78.36
"Orion Total",Clothing,P001490,22,3.02,158.04
"Willow Back",Sports,P000901,22,3.36,97.59
"Harbor Draw",Toys,P001522,22,4.64,43.7
"Harbor Goal",Sports,P001649,22,4.07,361.55
"Pulse Miss",Beauty,P000727,22,3.13,133.58
"Harbor None","Pet Supplies",P000782,22,3.56,35.82
"Solace Change",Clothing,P000402,22,4.06,108.39
"Harbor Picture",Electronics,P001605,22,3.12,492.64
"Acme Bank",Beauty,P000796,22,2.66,26.1
"Zenith Film",Sports,P000257,22,3.22,220.65
"Solace Will","Pet Supplies",P001911,22,3.95,72.64
"Zenith Rich",Electronics,P001587,22,4.34,658.35
"Astra Pressure","Home & Kitchen",P000143,22,2.52,96.76
"Nimbus Threat",Sports,P000516,22,4.64,253.68
"Willow Pressure",Toys,P001461,22,3.54,83.14
"GreenLeaf Common","Pet Supplies",P000015,22,3.5,58.15
"Zenith Price",Books,P001162,22,4.81,99.26
"Astra Capital","Home & Kitchen",P000005,22,3.97,198
"Everest Number",Beauty,P001903,22,3.85,184.43
"Acme Room",Electronics,P000315,22,4.3,1620.72
"Acme Mention","Pet Supplies",P001004,22,3.13,12.81
"Pulse Sell",Clothing,P000766,22,4.44,22.48
"Acme Such",Sports,P001902,22,3.45,165.59
"Acme Air",Electronics,P000212,22,3.44,246.31
"Zenith Control",Electronics,P000569,22,4.05,925.17
"GreenLeaf Hear",Groceries,P001805,22,2.55,11.37
"Zenith Partner",Automotive,P000299,22,3.06,291.45
"Astra Future","Pet Supplies",P001945,22,3.31,85.2
"Orion Risk",Groceries,P000521,22,2.87,14.09
"Solace Foreign",Electronics,P001824,22,3.48,1233.6
"Solace Scene",Clothing,P001591,22,4.5,24.97
"Zenith Need",Electronics,P000349,22,3.07,474.22
"Everest It",Beauty,P000703,22,3.97,26.39
"Zenith Within",Clothing,P000209,22,3.2,144.55
"Willow Group","Pet Supplies",P001659,22,2.82,20.65
"Zenith Again",Toys,P001110,22,4.4,143.9
"Nimbus Investment",Sports,P001100,22,3.8,322.77
"Pulse Voice","Pet Supplies",P001780,22,2.65,49.73
"Harbor Himself",Books,P001938,22,4.66,8.05
"Everest Represent","Pet Supplies",P000698,22,2.72,48.4
"Willow Wall",Automotive,P001789,22,4.48,409.61
"Nimbus Difficult",Groceries,P001662,22,3.83,25.06
"Harbor Strong",Automotive,P000659,22,3.5,501.37
"Willow Position","Pet Supplies",P000318,22,4.25,91.92
"GreenLeaf Give",Sports,P001394,22,2.58,171.06
"Pulse Idea",Books,P000548,22,2.83,46
"Everest Some",Groceries,P000964,22,2.89,32.78
"GreenLeaf Visit",Toys,P000608,22,4.89,42.74
"NeoTech Position",Books,P000289,22,4.84,68.32
"Harbor Reach","Pet Supplies",P001967,22,2.83,18.89
"Willow Event",Toys,P000351,22,3.52,84.8
"GreenLeaf Job",Groceries,P000693,22,2.84,1.11
"Solace Through",Automotive,P000718,22,3.56,384.4
"GreenLeaf Know",Clothing,P001144,22,3.72,96.51
"GreenLeaf West",Groceries,P000072,22,3.02,39.59
"NeoTech Week",Sports,P001603,22,4.4,233.45
"Nimbus Financial",Electronics,P000807,22,3.41,1205.1
"Willow Film",Electronics,P001770,22,4.17,811.5
"Everest Air",Sports,P000306,22,2.86,199.78
"Nimbus Hold",Books,P001609,22,2.55,29.15
"Everest Mrs",Books,P001865,22,3.49,46.77
"Zenith Performance","Pet Supplies",P000837,22,4,81.32
"Nimbus Table",Sports,P001956,22,2.52,300.07
"Harbor One",Automotive,P001700,22,2.52,601.59
"Orion Ahead",Electronics,P001674,22,4.49,786.4
"Willow Because",Automotive,P000246,22,3.89,216.58
"Everest Few",Groceries,P001425,22,2.9,11.44
"Astra Later",Automotive,P000945,22,4.2,687.01
"NeoTech Second",Toys,P000844,22,3.42,31.98
"Astra Reveal",Books,P000399,22,4.29,37.4
"Willow Leader","Home & Kitchen",P000815,22,4.76,408.71
"Zenith Air","Pet Supplies",P000576,22,4.48,9.8
"Orion Machine",Books,P000981,22,3.74,30.59
"Everest Run",Books,P001858,22,4.3,54.55
"Solace Hundred","Pet Supplies",P001148,22,4.4,51.8
"Everest Child","Home & Kitchen",P001163,22,3.81,103.97
"Solace Practice",Beauty,P001998,22,4.73,105.48
"Acme Year","Home & Kitchen",P000847,22,3.57,165.89
"GreenLeaf Learn",Beauty,P000504,22,3.27,111.42
"Solace Part","Pet Supplies",P001194,22,3.43,15.63
"Willow Cultural",Clothing,P000101,22,2.69,32.69
"Harbor Avoid",Groceries,P001085,22,3.4,16.71
"Nimbus Attorney","Home & Kitchen",P001426,22,2.99,187.75
"Everest Scientist","Home & Kitchen",P000305,22,3.75,295.31
"Harbor Last",Toys,P001224,22,3.62,108.97
"Solace Particular","Pet Supplies",P000372,22,4.07,100.33
"Zenith Church","Pet Supplies",P000286,22,2.85,39.15
"Pulse Thing",Beauty,P001686,21,3.74,134.71
"GreenLeaf Feel","Home & Kitchen",P001916,21,4.31,286.99
"Acme Attack",Toys,P000787,21,2.69,62.47
"Harbor Reduce",Groceries,P000253,21,3.4,46.4
"NeoTech Interesting",Automotive,P001503,21,2.94,126.6
"Harbor Action",Beauty,P000695,21,4.79,35.1
